,Year,Genre,Region,Sales
5972,1995-01-01,Role-Playing,North America,0.0
5973,2013-01-01,Action,North America,0.18
5974,2007-01-01,Sports,North America,0.23
5975,2002-01-01,Sports,North America,0.22
5976,2014-01-01,Action,North America,0.06
5977,2009-01-01,Action,North America,0.11
5978,1999-01-01,Sports,North America,0.16
5979,2002-01-01,Adventure,North America,0.02
5980,2009-01-01,Action,North America,0.2
5981,2010-01-01,Adventure,North America,0.0
5982,2007-01-01,Action,North America,0.24
5983,2009-01-01,Action,North America,0.0
5984,2009-01-01,Action,North America,0.11
5985,2010-01-01,Adventure,North America,0.09
5986,2005-01-01,Sports,North America,0.23
5987,2000-01-01,Shooter,North America,0.14
5988,2007-01-01,Sports,North America,0.02
5989,2008-01-01,Racing,North America,0.13
5990,1998-01-01,Strategy,North America,0.03
5991,2000-01-01,Sports,North America,0.0
5992,2013-01-01,Shooter,North America,0.08
5993,2005-01-01,Sports,North America,0.27
5994,2009-01-01,Misc,North America,0.14
5995,1996-01-01,Sports,North America,0.0
5996,2009-01-01,Role-Playing,North America,0.14
5997,2000-01-01,Misc,North America,0.16
5998,1997-01-01,Strategy,North America,0.0
5999,2008-01-01,Platform,North America,0.13
6000,2010-01-01,Platform,North America,0.17
6001,2006-01-01,Role-Playing,North America,0.14
6002,1994-01-01,Misc,North America,0.0
6003,2010-01-01,Misc,North America,0.25
6004,2011-01-01,Action,North America,0.13
6005,2002-01-01,Fighting,North America,0.0
6006,2012-01-01,Action,North America,0.18
6007,1983-01-01,Action,North America,0.27
6008,2009-01-01,Simulation,North America,0.27
6009,2005-01-01,Shooter,North America,0.22
6010,2011-01-01,Misc,North America,0.22
6011,2010-01-01,Misc,North America,0.18
6012,2010-01-01,Simulation,North America,0.06
6013,2003-01-01,Simulation,North America,0.0
6014,2011-01-01,Action,North America,0.13
6015,2013-01-01,Strategy,North America,0.16
6016,2004-01-01,Platform,North America,0.14
6017,2009-01-01,Adventure,North America,0.13
6018,2005-01-01,Racing,North America,0.14
6019,2012-01-01,Action,North America,0.15
6020,2012-01-01,Action,North America,0.06
6021,1981-01-01,Action,North America,0.27
6022,2001-01-01,Sports,North America,0.0
6023,1998-01-01,Racing,North America,0.23
6024,1998-01-01,Racing,North America,0.23
6025,1999-01-01,Fighting,North America,0.23
6026,1999-01-01,Racing,North America,0.23
6027,1999-01-01,Puzzle,North America,0.22
6028,1999-01-01,Sports,North America,0.23
6029,1999-01-01,Racing,North America,0.23
6030,1997-01-01,Fighting,North America,0.23
6031,2007-01-01,Action,North America,0.1
6032,2011-01-01,Shooter,North America,0.0
6033,2010-01-01,Puzzle,North America,0.0
6034,2003-01-01,Misc,North America,0.21
6035,2009-01-01,Fighting,North America,0.14
6036,2008-01-01,Shooter,North America,0.23
6037,2005-01-01,Simulation,North America,0.14
6038,2009-01-01,Action,North America,0.15
6039,2004-01-01,Role-Playing,North America,0.22
6040,2013-01-01,Action,North America,0.16
6041,2012-01-01,Role-Playing,North America,0.18
6042,,Action,North America,0.22
6043,2014-01-01,Action,North America,0.17
6044,2012-01-01,Misc,North America,0.0
6045,2007-01-01,Sports,North America,0.22
6046,1996-01-01,Misc,North America,0.0
6047,2003-01-01,Role-Playing,North America,0.22
6048,2011-01-01,Shooter,North America,0.1
6049,2015-01-01,Action,North America,0.0
6050,2005-01-01,Action,North America,0.22
6051,1996-01-01,Sports,North America,0.16
6052,2011-01-01,Action,North America,0.13
6053,1991-01-01,Role-Playing,North America,0.0
6054,2013-01-01,Racing,North America,0.08
6055,2008-01-01,Simulation,North America,0.27
6056,2007-01-01,Puzzle,North America,0.26
6057,2002-01-01,Misc,North America,0.14
6058,2002-01-01,Adventure,North America,0.0
6059,2005-01-01,Role-Playing,North America,0.07
6060,2002-01-01,Strategy,North America,0.06
6061,2004-01-01,Simulation,North America,0.27
6062,2013-01-01,Role-Playing,North America,0.15
6063,2004-01-01,Puzzle,North America,0.17
6064,2009-01-01,Misc,North America,0.12
6065,2008-01-01,Puzzle,North America,0.26
6066,2012-01-01,Racing,North America,0.12
6067,2007-01-01,Action,North America,0.26
6068,2000-01-01,Sports,North America,0.16
6069,2008-01-01,Simulation,North America,0.27
6070,2013-01-01,Misc,North America,0.0
6071,2014-01-01,Shooter,North America,0.11
6072,2007-01-01,Sports,North America,0.14
6073,2013-01-01,Fighting,North America,0.13
6074,2000-01-01,Racing,North America,0.16
6075,2004-01-01,Role-Playing,North America,0.0
6076,1996-01-01,Misc,North America,0.03
6077,2003-01-01,Platform,North America,0.14
6078,2008-01-01,Adventure,North America,0.0
6079,2004-01-01,Shooter,North America,0.14
6080,2010-01-01,Puzzle,North America,0.27
6081,1999-01-01,Platform,North America,0.16
6082,2009-01-01,Action,North America,0.13
6083,2011-01-01,Simulation,North America,0.27
6084,2006-01-01,Role-Playing,North America,0.0
6085,1999-01-01,Simulation,North America,0.0
6086,2007-01-01,Racing,North America,0.26
6087,2016-01-01,Role-Playing,North America,0.14
6088,1992-01-01,Strategy,North America,0.0
6089,2008-01-01,Sports,North America,0.0
6090,2011-01-01,Action,North America,0.11
6091,2012-01-01,Action,North America,0.12
6092,2004-01-01,Platform,North America,0.22
6093,2008-01-01,Action,North America,0.06
6094,2007-01-01,Puzzle,North America,0.26
6095,2003-01-01,Sports,North America,0.21
6096,1996-01-01,Sports,North America,0.16
6097,2008-01-01,Action,North America,0.26
6098,2011-01-01,Misc,North America,0.0
6099,2010-01-01,Action,North America,0.26
6100,2001-01-01,Platform,North America,0.2
6101,2003-01-01,Role-Playing,North America,0.08
6102,2007-01-01,Action,North America,0.14
6103,2012-01-01,Racing,North America,0.07
6104,2008-01-01,Sports,North America,0.26
6105,2011-01-01,Sports,North America,0.03
6106,2009-01-01,Action,North America,0.11
6107,2003-01-01,Racing,North America,0.14
6108,2008-01-01,Misc,North America,0.14
6109,2009-01-01,Shooter,North America,0.15
6110,1997-01-01,Racing,North America,0.16
6111,2012-01-01,Sports,North America,0.0
6112,2003-01-01,Sports,North America,0.2
6113,2005-01-01,Action,North America,0.2
6114,2007-01-01,Adventure,North America,0.26
6115,1995-01-01,Fighting,North America,0.0
6116,2007-01-01,Simulation,North America,0.26
6117,1994-01-01,Sports,North America,0.0
6118,2014-01-01,Action,North America,0.15
6119,2000-01-01,Platform,North America,0.16
6120,2005-01-01,Action,North America,0.21
6121,2010-01-01,Misc,North America,0.16
6122,2001-01-01,Role-Playing,North America,0.09
6123,2010-01-01,Sports,North America,0.24
6124,2016-01-01,Fighting,North America,0.1
6125,,Platform,North America,0.14
6126,2002-01-01,Sports,North America,0.21
6127,2006-01-01,Role-Playing,North America,0.2
6128,2001-01-01,Action,North America,0.2
6129,2003-01-01,Racing,North America,0.14
6130,2010-01-01,Sports,North America,0.18
6131,2003-01-01,Sports,North America,0.0
6132,2003-01-01,Racing,North America,0.22
6133,1999-01-01,Role-Playing,North America,0.0
6134,2005-01-01,Action,North America,0.2
6135,2008-01-01,Action,North America,0.0
6136,2016-01-01,Sports,North America,0.01
6137,2006-01-01,Simulation,North America,0.24
6138,2005-01-01,Fighting,North America,0.21
6139,1995-01-01,Fighting,North America,0.0
6140,2006-01-01,Adventure,North America,0.25
6141,2009-01-01,Action,North America,0.15
6142,2004-01-01,Simulation,North America,0.2
6143,2006-01-01,Adventure,North America,0.24
6144,2006-01-01,Role-Playing,North America,0.0
6145,1982-01-01,Action,North America,0.26
6146,2004-01-01,Action,North America,0.14
6147,1999-01-01,Sports,North America,0.27
6148,2010-01-01,Action,North America,0.16
6149,2013-01-01,Racing,North America,0.14
6150,2002-01-01,Action,North America,0.16
6151,2010-01-01,Shooter,North America,0.1
6152,2003-01-01,Action,North America,0.14
6153,,Shooter,North America,0.22
6154,2003-01-01,Fighting,North America,0.21
6155,1991-01-01,Platform,North America,0.0
6156,2007-01-01,Strategy,North America,0.13
6157,2016-01-01,Fighting,North America,0.19
6158,2002-01-01,Fighting,North America,0.2
6159,2013-01-01,Platform,North America,0.16
6160,2011-01-01,Role-Playing,North America,0.0
6161,1991-01-01,Sports,North America,0.0
6162,2002-01-01,Misc,North America,0.0
6163,2007-01-01,Action,North America,0.14
6164,1991-01-01,Platform,North America,0.0
6165,1991-01-01,Action,North America,0.0
6166,2008-01-01,Action,North America,0.12
6167,2002-01-01,Platform,North America,0.2
6168,2007-01-01,Sports,North America,0.26
6169,2006-01-01,Puzzle,North America,0.0
6170,2002-01-01,Racing,North America,0.14
6171,2010-01-01,Sports,North America,0.27
6172,2013-01-01,Shooter,North America,0.11
6173,2007-01-01,Shooter,North America,0.14
6174,2003-01-01,Shooter,North America,0.21
6175,2015-01-01,Misc,North America,0.09
6176,2003-01-01,Platform,North America,0.14
6177,2010-01-01,Misc,North America,0.27
6178,2007-01-01,Sports,North America,0.26
6179,2001-01-01,Platform,North America,0.2
6180,2006-01-01,Racing,North America,0.12
6181,2012-01-01,Misc,North America,0.13
6182,2007-01-01,Simulation,North America,0.26
6183,2010-01-01,Misc,North America,0.16
6184,2010-01-01,Racing,North America,0.18
6185,2004-01-01,Fighting,North America,0.14
6186,2007-01-01,Fighting,North America,0.2
6187,2002-01-01,Action,North America,0.2
6188,1998-01-01,Fighting,North America,0.09
6189,2006-01-01,Role-Playing,North America,0.14
6190,2009-01-01,Platform,North America,0.12
6191,2002-01-01,Sports,North America,0.14
6192,1995-01-01,Platform,North America,0.03
6193,2004-01-01,Sports,North America,0.21
6194,2011-01-01,Action,North America,0.11
6195,,Action,North America,0.22
6196,1995-01-01,Sports,North America,0.16
6197,2003-01-01,Racing,North America,0.2
6198,1992-01-01,Sports,North America,0.0
6199,2014-01-01,Misc,North America,0.12
6200,2004-01-01,Action,North America,0.22
6201,2001-01-01,Action,North America,0.21
6202,2011-01-01,Sports,North America,0.24
6203,2016-01-01,Action,North America,0.0
6204,2012-01-01,Misc,North America,0.13
6205,2016-01-01,Sports,North America,0.0
6206,2007-01-01,Role-Playing,North America,0.14
6207,2004-01-01,Strategy,North America,0.01
6208,2001-01-01,Sports,North America,0.14
6209,2002-01-01,Sports,North America,0.14
6210,2014-01-01,Action,North America,0.1
6211,,Misc,North America,0.21
6212,2006-01-01,Platform,North America,0.25
6213,2000-01-01,Sports,North America,0.14
6214,2010-01-01,Adventure,North America,0.26
6215,2007-01-01,Action,North America,0.23
6216,2001-01-01,Shooter,North America,0.05
6217,1997-01-01,Strategy,North America,0.0
6218,2011-01-01,Misc,North America,0.05
6219,2010-01-01,Misc,North America,0.26
6220,1998-01-01,Strategy,North America,0.15
6221,2009-01-01,Misc,North America,0.14
6222,2008-01-01,Action,North America,0.0
6223,2005-01-01,Platform,North America,0.21
6224,2010-01-01,Action,North America,0.15
6225,2009-01-01,Action,North America,0.11
6226,1992-01-01,Racing,North America,0.0
6227,2012-01-01,Role-Playing,North America,0.14
6228,2011-01-01,Misc,North America,0.26
6229,1994-01-01,Simulation,North America,0.0
6230,2003-01-01,Sports,North America,0.14
6231,2003-01-01,Misc,North America,0.0
6232,2006-01-01,Puzzle,North America,0.0
6233,1998-01-01,Role-Playing,North America,0.0
6234,2006-01-01,Sports,North America,0.24
6235,2012-01-01,Action,North America,0.09
6236,2001-01-01,Sports,North America,0.21
6237,2008-01-01,Misc,North America,0.25
6238,2008-01-01,Misc,North America,0.25
6239,2013-01-01,Platform,North America,0.11
6240,1998-01-01,Fighting,North America,0.15
6241,2008-01-01,Action,North America,0.14
6242,2005-01-01,Action,North America,0.21
6243,2003-01-01,Sports,North America,0.14
6244,2008-01-01,Sports,North America,0.14
6245,2008-01-01,Adventure,North America,0.0
6246,2010-01-01,Action,North America,0.22
6247,2011-01-01,Action,North America,0.17
6248,2001-01-01,Sports,North America,0.0
6249,2002-01-01,Adventure,North America,0.14
6250,2003-01-01,Platform,North America,0.2
6251,2011-01-01,Sports,North America,0.22
6252,2010-01-01,Strategy,North America,0.04
6253,1996-01-01,Shooter,North America,0.0
6254,1997-01-01,Simulation,North America,0.06
6255,2000-01-01,Platform,North America,0.0
6256,2012-01-01,Misc,North America,0.0
6257,2009-01-01,Racing,North America,0.26
6258,2012-01-01,Sports,North America,0.0
6259,2015-01-01,Action,North America,0.13
6260,1995-01-01,Misc,North America,0.0
6261,2008-01-01,Action,North America,0.06
6262,2007-01-01,Sports,North America,0.13
6263,2007-01-01,Misc,North America,0.0
6264,2000-01-01,Sports,North America,0.13
6265,1982-01-01,Action,North America,0.26
6266,2014-01-01,Adventure,North America,0.05
6267,2007-01-01,Misc,North America,0.25
6268,2003-01-01,Fighting,North America,0.21
6269,2010-01-01,Sports,North America,0.18
6270,1996-01-01,Fighting,North America,0.0
6271,2004-01-01,Fighting,North America,0.21
6272,,Action,North America,0.0
6273,2002-01-01,Racing,North America,0.2
6274,1998-01-01,Action,North America,0.0
6275,1997-01-01,Action,North America,0.09
6276,2001-01-01,Puzzle,North America,0.2
6277,2013-01-01,Misc,North America,0.14
6278,2005-01-01,Racing,North America,0.24
6279,2004-01-01,Role-Playing,North America,0.0
6280,2001-01-01,Action,North America,0.15
6281,2001-01-01,Sports,North America,0.2
6282,2010-01-01,Action,North America,0.15
6283,,Racing,North America,0.26
6284,2009-01-01,Simulation,North America,0.25
6285,2009-01-01,Misc,North America,0.09
6286,2008-01-01,Role-Playing,North America,0.09
6287,2000-01-01,Adventure,North America,0.15
6288,1997-01-01,Fighting,North America,0.02
6289,2000-01-01,Sports,North America,0.15
6290,2001-01-01,Sports,North America,0.15
6291,2015-01-01,Role-Playing,North America,0.09
6292,2010-01-01,Strategy,North America,0.12
6293,2013-01-01,Misc,North America,0.08
6294,2006-01-01,Action,North America,0.12
6295,2005-01-01,Puzzle,North America,0.16
6296,1984-01-01,Racing,North America,0.26
6297,2010-01-01,Simulation,North America,0.02
6298,2014-01-01,Action,North America,0.09
6299,2004-01-01,Sports,North America,0.13
6300,1996-01-01,Simulation,North America,0.15
6301,2009-01-01,Sports,North America,0.0
6302,2006-01-01,Strategy,North America,0.0
6303,2000-01-01,Sports,North America,0.15
6304,2002-01-01,Racing,North America,0.13
6305,2003-01-01,Role-Playing,North America,0.21
6306,1993-01-01,Fighting,North America,0.0
6307,2008-01-01,Shooter,North America,0.15
6308,1994-01-01,Sports,North America,0.0
6309,2012-01-01,Misc,North America,0.07
6310,2004-01-01,Action,North America,0.13
6311,2002-01-01,Racing,North America,0.19
6312,2011-01-01,Sports,North America,0.14
6313,2006-01-01,Sports,North America,0.2
6314,,Shooter,North America,0.24
6315,2006-01-01,Sports,North America,0.25
6316,,Action,North America,0.25
6317,1980-01-01,Misc,North America,0.25
6318,2009-01-01,Action,North America,0.12
6319,,Action,North America,0.1
6320,2011-01-01,Action,North America,0.06
6321,2004-01-01,Racing,North America,0.18
6322,1996-01-01,Role-Playing,North America,0.0
6323,2001-01-01,Racing,North America,0.13
6324,2006-01-01,Platform,North America,0.19
6325,2015-01-01,Role-Playing,North America,0.1
6326,2005-01-01,Platform,North America,0.21
6327,2010-01-01,Strategy,North America,0.09
6328,2002-01-01,Platform,North America,0.21
6329,2014-01-01,Action,North America,0.0
6330,2002-01-01,Role-Playing,North America,0.0
6331,2002-01-01,Fighting,North America,0.19
6332,2000-01-01,Role-Playing,North America,0.0
6333,2004-01-01,Role-Playing,North America,0.13
6334,2014-01-01,Adventure,North America,0.08
6335,2005-01-01,Racing,North America,0.2
6336,2007-01-01,Simulation,North America,0.24
6337,2004-01-01,Shooter,North America,0.13
6338,2008-01-01,Action,North America,0.2
6339,2001-01-01,Sports,North America,0.2
6340,2008-01-01,Misc,North America,0.25
6341,2011-01-01,Strategy,North America,0.1
6342,1997-01-01,Sports,North America,0.25
6343,1998-01-01,Sports,North America,0.0
6344,1998-01-01,Sports,North America,0.25
6345,1999-01-01,Action,North America,0.18
6346,1999-01-01,Strategy,North America,0.22
6347,2011-01-01,Shooter,North America,0.14
6348,2005-01-01,Action,North America,0.13
6349,2012-01-01,Action,North America,0.0
6350,2005-01-01,Role-Playing,North America,0.0
6351,2007-01-01,Action,North America,0.13
6352,2011-01-01,Misc,North America,0.13
6353,2013-01-01,Racing,North America,0.04
6354,2007-01-01,Racing,North America,0.13
6355,2005-01-01,Action,North America,0.2
6356,2001-01-01,Sports,North America,0.19
6357,2000-01-01,Racing,North America,0.06
6358,2010-01-01,Action,North America,0.13
6359,2008-01-01,Sports,North America,0.23
6360,2008-01-01,Misc,North America,0.25
6361,2008-01-01,Role-Playing,North America,0.1
6362,2014-01-01,Action,North America,0.13
6363,1995-01-01,Sports,North America,0.0
6364,2008-01-01,Action,North America,0.22
6365,2013-01-01,Action,North America,0.12
6366,2010-01-01,Sports,North America,0.25
6367,2011-01-01,Racing,North America,0.25
6368,1994-01-01,Simulation,North America,0.0
6369,2009-01-01,Role-Playing,North America,0.14
6370,2001-01-01,Role-Playing,North America,0.0
6371,2001-01-01,Racing,North America,0.13
